ParkName,UnitCode,ParkType,Region,TrafficCounter,ReportingDate,TrafficCount
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT TENNESSEE VALLEY ROAD,31MAR2016,18733
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT TENNESSEE VALLEY ROAD,30APR2016,21799
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT TENNESSEE VALLEY ROAD,31MAY2016,20753
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT TENNESSEE VALLEY ROAD,30JUN2016,20135
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT TENNESSEE VALLEY ROAD,31JUL2016,20874
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT TENNESSEE VALLEY ROAD,31AUG2016,21531
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT TENNESSEE VALLEY ROAD,30SEP2016,18654
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT TENNESSEE VALLEY ROAD,31OCT2016,20389
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT TENNESSEE VALLEY ROAD,30NOV2016,14854
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT TENNESSEE VALLEY ROAD,31DEC2016,14447
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT WEST BLUFF PARKING LOT (CRISSY FIELD),31JAN2016,23751
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT WEST BLUFF PARKING LOT (CRISSY FIELD),29FEB2016,23199
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT WEST BLUFF PARKING LOT (CRISSY FIELD),31MAR2016,23599
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT WEST BLUFF PARKING LOT (CRISSY FIELD),30APR2016,23525
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT WEST BLUFF PARKING LOT (CRISSY FIELD),31MAY2016,36598
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT WEST BLUFF PARKING LOT (CRISSY FIELD),30JUN2016,35783
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT WEST BLUFF PARKING LOT (CRISSY FIELD),31JUL2016,42409
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT WEST BLUFF PARKING LOT (CRISSY FIELD),31AUG2016,42358
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT WEST BLUFF PARKING LOT (CRISSY FIELD),30SEP2016,35243
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT WEST BLUFF PARKING LOT (CRISSY FIELD),31OCT2016,25989
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT WEST BLUFF PARKING LOT (CRISSY FIELD),30NOV2016,23953
Golden Gate NRA,GOGA,National Recreation Area,Pacific West,TRAFFIC COUNT AT WEST BLUFF PARKING LOT (CRISSY FIELD),31DEC2016,33990
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT BAKER CREEK,31JAN2016,102
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT BAKER CREEK,29FEB2016,205
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT BAKER CREEK,31MAR2016,926
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT BAKER CREEK,30APR2016,926
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT BAKER CREEK,31MAY2016,2243
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT BAKER CREEK,30JUN2016,2320
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT BAKER CREEK,31JUL2016,5602
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT BAKER CREEK,31AUG2016,3987
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT BAKER CREEK,30SEP2016,3746
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT BAKER CREEK,31OCT2016,2426
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT BAKER CREEK,30NOV2016,499
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT BAKER CREEK,31DEC2016,187
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT GREAT BASIN VC,31JAN2016,321
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT GREAT BASIN VC,29FEB2016,826
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT GREAT BASIN VC,31MAR2016,2694
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT GREAT BASIN VC,30APR2016,2695
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT GREAT BASIN VC,31MAY2016,2281
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT GREAT BASIN VC,30JUN2016,4920
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT GREAT BASIN VC,31JUL2016,5974
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT GREAT BASIN VC,31AUG2016,5774
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT GREAT BASIN VC,30SEP2016,5862
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT GREAT BASIN VC,31OCT2016,2190
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT GREAT BASIN VC,30NOV2016,1189
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT GREAT BASIN VC,31DEC2016,673
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN,31JAN2016,152
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN,29FEB2016,306
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN,31MAR2016,1440
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN,30APR2016,1441
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN,31MAY2016,3429
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN,30JUN2016,4436
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN,31JUL2016,6893
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN,31AUG2016,4293
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN,30SEP2016,5983
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN,31OCT2016,3127
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN,30NOV2016,739
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN,31DEC2016,391
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN CAVES VC,31JAN2016,903
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN CAVES VC,29FEB2016,1261
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN CAVES VC,31MAR2016,4017
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN CAVES VC,30APR2016,4018
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN CAVES VC,31MAY2016,6524
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN CAVES VC,30JUN2016,9099
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN CAVES VC,31JUL2016,10603
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN CAVES VC,31AUG2016,6047
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN CAVES VC,30SEP2016,9266
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN CAVES VC,31OCT2016,5879
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN CAVES VC,30NOV2016,1675
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT LEHMAN CAVES VC,31DEC2016,3897
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT ROUTE 488 MAIN ENTRANCE,31JAN2016,987
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT ROUTE 488 MAIN ENTRANCE,29FEB2016,1437
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT ROUTE 488 MAIN ENTRANCE,31MAR2016,4118
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT ROUTE 488 MAIN ENTRANCE,30APR2016,4119
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT ROUTE 488 MAIN ENTRANCE,31MAY2016,6519
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT ROUTE 488 MAIN ENTRANCE,30JUN2016,7592
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT ROUTE 488 MAIN ENTRANCE,31JUL2016,12634
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT ROUTE 488 MAIN ENTRANCE,31AUG2016,7287
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT ROUTE 488 MAIN ENTRANCE,30SEP2016,9120
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT ROUTE 488 MAIN ENTRANCE,31OCT2016,5300
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT ROUTE 488 MAIN ENTRANCE,30NOV2016,1659
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT ROUTE 488 MAIN ENTRANCE,31DEC2016,1093
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT SNAKE CREEK,31JAN2016,4
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT SNAKE CREEK,29FEB2016,1
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT SNAKE CREEK,31MAR2016,84
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT SNAKE CREEK,30APR2016,84
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT SNAKE CREEK,31MAY2016,144
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT SNAKE CREEK,30JUN2016,208
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT SNAKE CREEK,31JUL2016,490
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT SNAKE CREEK,31AUG2016,574
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT SNAKE CREEK,30SEP2016,392
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT SNAKE CREEK,31OCT2016,151
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT SNAKE CREEK,30NOV2016,105
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT SNAKE CREEK,31DEC2016,13
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT STRAWBERRY CREEK,31JAN2016,2
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT STRAWBERRY CREEK,29FEB2016,1
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT STRAWBERRY CREEK,31MAR2016,35
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT STRAWBERRY CREEK,30APR2016,35
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT STRAWBERRY CREEK,31MAY2016,53
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT STRAWBERRY CREEK,30JUN2016,56
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT STRAWBERRY CREEK,31JUL2016,252
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT STRAWBERRY CREEK,31AUG2016,35
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT STRAWBERRY CREEK,30SEP2016,0
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT STRAWBERRY CREEK,31OCT2016,0
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT STRAWBERRY CREEK,30NOV2016,0
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT STRAWBERRY CREEK,31DEC2016,0
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT WHEELER PEAK,31JAN2016,0
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT WHEELER PEAK,29FEB2016,0
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT WHEELER PEAK,31MAR2016,0
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT WHEELER PEAK,30APR2016,562
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT WHEELER PEAK,31MAY2016,2172
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT WHEELER PEAK,30JUN2016,1140
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT WHEELER PEAK,31JUL2016,4173
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT WHEELER PEAK,31AUG2016,3775
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT WHEELER PEAK,30SEP2016,4577
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT WHEELER PEAK,31OCT2016,1827
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT WHEELER PEAK,30NOV2016,271
Great Basin NP,GRBA,National Park,Pacific West,TRAFFIC COUNT AT WHEELER PEAK,31DEC2016,0
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT COASTAL ENTRANCE (Kipahulu) ..pre 2010 was located on HWY 31,31JAN2016,13296
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT COASTAL ENTRANCE (Kipahulu) ..pre 2010 was located on HWY 31,29FEB2016,12767
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT COASTAL ENTRANCE (Kipahulu) ..pre 2010 was located on HWY 31,31MAR2016,13623
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT COASTAL ENTRANCE (Kipahulu) ..pre 2010 was located on HWY 31,30APR2016,13320
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT COASTAL ENTRANCE (Kipahulu) ..pre 2010 was located on HWY 31,31MAY2016,14971
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT COASTAL ENTRANCE (Kipahulu) ..pre 2010 was located on HWY 31,30JUN2016,14293
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT COASTAL ENTRANCE (Kipahulu) ..pre 2010 was located on HWY 31,31JUL2016,14293
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT COASTAL ENTRANCE (Kipahulu) ..pre 2010 was located on HWY 31,31AUG2016,15057
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT COASTAL ENTRANCE (Kipahulu) ..pre 2010 was located on HWY 31,30SEP2016,11142
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT COASTAL ENTRANCE (Kipahulu) ..pre 2010 was located on HWY 31,31OCT2016,12511
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT COASTAL ENTRANCE (Kipahulu) ..pre 2010 was located on HWY 31,30NOV2016,9272
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT COASTAL ENTRANCE (Kipahulu) ..pre 2010 was located on HWY 31,31DEC2016,8986
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT SUMMIT ENTRANCE,31JAN2016,23477
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT SUMMIT ENTRANCE,29FEB2016,21991
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT SUMMIT ENTRANCE,31MAR2016,23810
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT SUMMIT ENTRANCE,30APR2016,21915
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT SUMMIT ENTRANCE,31MAY2016,23048
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT SUMMIT ENTRANCE,30JUN2016,22947
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT SUMMIT ENTRANCE,31JUL2016,22947
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT SUMMIT ENTRANCE,31AUG2016,25220
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT SUMMIT ENTRANCE,30SEP2016,22450
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT SUMMIT ENTRANCE,31OCT2016,23857
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT SUMMIT ENTRANCE,30NOV2016,22685
Haleakala NP,HALE,National Park,Pacific West,TRAFFIC COUNT AT SUMMIT ENTRANCE,31DEC2016,21638
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT CHAINS OF CRATER ROAD (INFO ONLY),31JAN2016,12573
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT CHAINS OF CRATER ROAD (INFO ONLY),29FEB2016,12558
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT CHAINS OF CRATER ROAD (INFO ONLY),31MAR2016,12102
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT CHAINS OF CRATER ROAD (INFO ONLY),30APR2016,11025
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT CHAINS OF CRATER ROAD (INFO ONLY),31MAY2016,11439
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT CHAINS OF CRATER ROAD (INFO ONLY),30JUN2016,12271
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT CHAINS OF CRATER ROAD (INFO ONLY),31JUL2016,15662
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT CHAINS OF CRATER ROAD (INFO ONLY),31AUG2016,16884
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT CHAINS OF CRATER ROAD (INFO ONLY),30SEP2016,12460
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT CHAINS OF CRATER ROAD (INFO ONLY),31OCT2016,12609
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT CHAINS OF CRATER ROAD (INFO ONLY),30NOV2016,12007
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT CHAINS OF CRATER ROAD (INFO ONLY),31DEC2016,13537
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 1,31JAN2016,33496
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 1,29FEB2016,33496
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 1,31MAR2016,35259
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 1,30APR2016,31391
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 1,31MAY2016,33122
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 1,30JUN2016,34699
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 1,31JUL2016,38233
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 1,31AUG2016,40035
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 1,30SEP2016,30270
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 1,31OCT2016,37093
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 1,30NOV2016,35650
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 1,31DEC2016,37211
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 2,31JAN2016,30440
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 2,29FEB2016,29711
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 2,31MAR2016,30545
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 2,30APR2016,25604
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 2,31MAY2016,28456
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 2,30JUN2016,30524
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 2,31JUL2016,33587
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 2,31AUG2016,29731
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 2,30SEP2016,25140
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 2,31OCT2016,27891
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 2,30NOV2016,27622
Hawaii Volcanoes NP,HAVO,National Park,Pacific West,TRAFFIC COUNT AT ENTRANCE LANE 2,31DEC2016,31287
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT 29 PALMS,31JAN2016,11325
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT 29 PALMS,29FEB2016,14362
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT 29 PALMS,31MAR2016,18312
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT 29 PALMS,30APR2016,12706
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT 29 PALMS,31MAY2016,17060
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT 29 PALMS,30JUN2016,6811
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT 29 PALMS,31JUL2016,12158
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT 29 PALMS,31AUG2016,12158
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT 29 PALMS,30SEP2016,10723
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT 29 PALMS,31OCT2016,16586
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT 29 PALMS,30NOV2016,15726
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT 29 PALMS,31DEC2016,16776
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT BLACK ROCK,31JAN2016,4196
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT BLACK ROCK,29FEB2016,4910
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT BLACK ROCK,31MAR2016,6674
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT BLACK ROCK,30APR2016,5077
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT BLACK ROCK,31MAY2016,4788
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT BLACK ROCK,30JUN2016,2072
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT BLACK ROCK,31JUL2016,2199
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT BLACK ROCK,31AUG2016,2199
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT BLACK ROCK,30SEP2016,3617
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT BLACK ROCK,31OCT2016,2710
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT BLACK ROCK,30NOV2016,5303
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT BLACK ROCK,31DEC2016,4980
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COTTONWOOD,31JAN2016,8655
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COTTONWOOD,29FEB2016,10690
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COTTONWOOD,31MAR2016,14698
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COTTONWOOD,30APR2016,6655
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COTTONWOOD,31MAY2016,8148
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COTTONWOOD,30JUN2016,4285
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COTTONWOOD,31JUL2016,5364
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COTTONWOOD,31AUG2016,5364
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COTTONWOOD,30SEP2016,5583
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COTTONWOOD,31OCT2016,7919
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COTTONWOOD,30NOV2016,8399
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COTTONWOOD,31DEC2016,9415
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COVINGTON,31JAN2016,486
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COVINGTON,29FEB2016,417
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COVINGTON,31MAR2016,313
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COVINGTON,30APR2016,446
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COVINGTON,31MAY2016,465
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COVINGTON,30JUN2016,265
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COVINGTON,31JUL2016,241
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COVINGTON,31AUG2016,241
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COVINGTON,30SEP2016,340
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COVINGTON,31OCT2016,245
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COVINGTON,30NOV2016,265
Joshua Tree NP,JOTR,National Park,Pacific West,TRAFFIC COUNT AT COVINGTON,31DEC2016,722
